"page","viewport","overflow","scrollWidth","offenders"
"ressources/activite-04-fiche-observation.html","375x812","false","375","[{""tag"":""SECTION"",""cls"":""document-hero document-hero-school"",""id"":"""",""w"":403,""cw"":343,""right"":359},{""tag"":""TABLE"",""cls"":""observation-table"",""id"":"""",""w"":327,""cw"":297,""right"":336}]"
"ressources/activite-04-fiche-observation.html","768x1024","false","753","[{""tag"":""SECTION"",""cls"":""document-hero document-hero-school"",""id"":"""",""w"":773,""cw"":713,""right"":733}]"
"ressources/activite-04-fiche-observation.html","1440x1000","false","1425","[{""tag"":""SECTION"",""cls"":""document-hero document-hero-school"",""id"":"""",""w"":1180,""cw"":1120,""right"":1273}]"
"ressources/activite-04-grille-interpretation.html","375x812","false","375","[{""tag"":""SECTION"",""cls"":""document-hero document-hero-school"",""id"":"""",""w"":403,""cw"":343,""right"":359},{""tag"":""SECTION"",""cls"":""doc-section"",""id"":"""",""w"":964,""cw"":341,""right"":359},{""tag"":""TABLE"",""cls"":""observation-table interpretation-table"",""id"":"""",""w"":920,""cw"":920,""right"":959},{""tag"":""THEAD"",""cls"":"""",""id"":"""",""w"":919,""cw"":919,""right"":959},{""tag"":""TR"",""cls"":"""",""id"":"""",""w"":919,""cw"":919,""right"":959}]"
"ressources/activite-04-grille-interpretation.html","768x1024","false","753","[{""tag"":""SECTION"",""cls"":""document-hero document-hero-school"",""id"":"""",""w"":773,""cw"":713,""right"":733},{""tag"":""SECTION"",""cls"":""doc-section"",""id"":"""",""w"":972,""cw"":711,""right"":733},{""tag"":""TABLE"",""cls"":""observation-table interpretation-table"",""id"":"""",""w"":920,""cw"":920,""right"":967},{""tag"":""THEAD"",""cls"":"""",""id"":"""",""w"":919,""cw"":919,""right"":967},{""tag"":""TR"",""cls"":"""",""id"":"""",""w"":919,""cw"":919,""right"":967}]"
"ressources/activite-04-grille-interpretation.html","1440x1000","false","1425","[{""tag"":""SECTION"",""cls"":""document-hero document-hero-school"",""id"":"""",""w"":1180,""cw"":1120,""right"":1273}]"
"ressources/activite-04-guide-enseignant.html","375x812","false","375","[{""tag"":""SECTION"",""cls"":""document-hero document-hero-school"",""id"":"""",""w"":403,""cw"":343,""right"":359},{""tag"":""TABLE"",""cls"":""observation-table"",""id"":"""",""w"":475,""cw"":297,""right"":336},{""tag"":""CAPTION"",""cls"":"""",""id"":"""",""w"":475,""cw"":475,""right"":514},{""tag"":""THEAD"",""cls"":"""",""id"":"""",""w"":474,""cw"":474,""right"":513},{""tag"":""TR"",""cls"":"""",""id"":"""",""w"":474,""cw"":474,""right"":513}]"
"ressources/activite-04-guide-enseignant.html","768x1024","false","753","[{""tag"":""SECTION"",""cls"":""document-hero document-hero-school"",""id"":"""",""w"":773,""cw"":713,""right"":733}]"
"ressources/activite-04-guide-enseignant.html","1440x1000","false","1425","[{""tag"":""SECTION"",""cls"":""document-hero document-hero-school"",""id"":"""",""w"":1180,""cw"":1120,""right"":1273}]"
"ressources/activite-04-guide-musee.html","375x812","false","375","[{""tag"":""SECTION"",""cls"":""document-hero document-hero-museum"",""id"":"""",""w"":403,""cw"":343,""right"":359},{""tag"":""TABLE"",""cls"":""observation-table"",""id"":"""",""w"":340,""cw"":297,""right"":336},{""tag"":""THEAD"",""cls"":"""",""id"":"""",""w"":339,""cw"":339,""right"":378},{""tag"":""TR"",""cls"":"""",""id"":"""",""w"":339,""cw"":339,""right"":378},{""tag"":""TH"",""cls"":"""",""id"":"""",""w"":127,""cw"":127,""right"":378}]"
"ressources/activite-04-guide-musee.html","768x1024","false","753","[{""tag"":""SECTION"",""cls"":""document-hero document-hero-museum"",""id"":"""",""w"":773,""cw"":713,""right"":733}]"
"ressources/activite-04-guide-musee.html","1440x1000","false","1425","[{""tag"":""SECTION"",""cls"":""document-hero document-hero-museum"",""id"":"""",""w"":1180,""cw"":1120,""right"":1273}]"
"ressources/activite-04-prolongement-creation.html","375x812","false","375","[{""tag"":""SECTION"",""cls"":""document-hero document-hero-critical"",""id"":"""",""w"":403,""cw"":343,""right"":359}]"
"ressources/activite-04-prolongement-creation.html","768x1024","false","753","[{""tag"":""SECTION"",""cls"":""document-hero document-hero-critical"",""id"":"""",""w"":773,""cw"":713,""right"":733}]"
"ressources/activite-04-prolongement-creation.html","1440x1000","false","1425","[{""tag"":""SECTION"",""cls"":""document-hero document-hero-critical"",""id"":"""",""w"":1180,""cw"":1120,""right"":1273}]"
"ressources/activite-04-un-os-plusieurs-vies.html","375x812","false","375","[{""tag"":""SECTION"",""cls"":""document-hero document-hero-critical"",""id"":"""",""w"":403,""cw"":343,""right"":359},{""tag"":""TABLE"",""cls"":""observation-table"",""id"":"""",""w"":458,""cw"":297,""right"":336},{""tag"":""CAPTION"",""cls"":"""",""id"":"""",""w"":458,""cw"":458,""right"":497},{""tag"":""THEAD"",""cls"":"""",""id"":"""",""w"":457,""cw"":457,""right"":496},{""tag"":""TR"",""cls"":"""",""id"":"""",""w"":457,""cw"":457,""right"":496}]"
"ressources/activite-04-un-os-plusieurs-vies.html","768x1024","false","753","[{""tag"":""SECTION"",""cls"":""document-hero document-hero-critical"",""id"":"""",""w"":773,""cw"":713,""right"":733}]"
"ressources/activite-04-un-os-plusieurs-vies.html","1440x1000","false","1425","[{""tag"":""SECTION"",""cls"":""document-hero document-hero-critical"",""id"":"""",""w"":1180,""cw"":1120,""right"":1273}]"
"ressources/document-mission-astragale.html","375x812","false","375","[{""tag"":""SECTION"",""cls"":""document-hero document-hero-school"",""id"":"""",""w"":403,""cw"":343,""right"":359},{""tag"":""TABLE"",""cls"":""observation-table"",""id"":"""",""w"":578,""cw"":297,""right"":336},{""tag"":""CAPTION"",""cls"":"""",""id"":"""",""w"":578,""cw"":578,""right"":617},{""tag"":""THEAD"",""cls"":"""",""id"":"""",""w"":577,""cw"":577,""right"":617},{""tag"":""TR"",""cls"":"""",""id"":"""",""w"":577,""cw"":577,""right"":617}]"
"ressources/document-mission-astragale.html","768x1024","false","753","[{""tag"":""SECTION"",""cls"":""document-hero document-hero-school"",""id"":"""",""w"":773,""cw"":713,""right"":733}]"
"ressources/document-mission-astragale.html","1440x1000","false","1425","[{""tag"":""SECTION"",""cls"":""document-hero document-hero-school"",""id"":"""",""w"":1180,""cw"":1120,""right"":1273}]"
"ressources/document-musee-ou-est-l-os.html","375x812","false","375","[{""tag"":""SECTION"",""cls"":""document-hero document-hero-museum"",""id"":"""",""w"":403,""cw"":343,""right"":359},{""tag"":""TABLE"",""cls"":""observation-table"",""id"":"""",""w"":365,""cw"":297,""right"":336},{""tag"":""CAPTION"",""cls"":"""",""id"":"""",""w"":365,""cw"":365,""right"":404},{""tag"":""THEAD"",""cls"":"""",""id"":"""",""w"":364,""cw"":364,""right"":403},{""tag"":""TR"",""cls"":"""",""id"":"""",""w"":364,""cw"":364,""right"":403}]"
"ressources/document-musee-ou-est-l-os.html","768x1024","false","753","[{""tag"":""SECTION"",""cls"":""document-hero document-hero-museum"",""id"":"""",""w"":773,""cw"":713,""right"":733}]"
"ressources/document-musee-ou-est-l-os.html","1440x1000","false","1425","[{""tag"":""SECTION"",""cls"":""document-hero document-hero-museum"",""id"":"""",""w"":1180,""cw"":1120,""right"":1273}]"
"ressources/document-vrai-prudent-verifier.html","375x812","false","375","[{""tag"":""SECTION"",""cls"":""document-hero document-hero-critical"",""id"":"""",""w"":403,""cw"":343,""right"":359}]"
"ressources/document-vrai-prudent-verifier.html","768x1024","false","753","[{""tag"":""SECTION"",""cls"":""document-hero document-hero-critical"",""id"":"""",""w"":773,""cw"":713,""right"":733}]"
"ressources/document-vrai-prudent-verifier.html","1440x1000","false","1425","[{""tag"":""SECTION"",""cls"":""document-hero document-hero-critical"",""id"":"""",""w"":1180,""cw"":1120,""right"":1273}]"
"ressources/recit-achille-astragale.html","375x812","false","375","[]"
"ressources/recit-achille-astragale.html","768x1024","false","753","[]"
"ressources/recit-achille-astragale.html","1440x1000","false","1425","[]"
